id,train_or_test,cap_shape,shape,sColour,is_imputed,sColour_mode,sColour_smart
858,train,f,t,k,no,k,k
859,test,x,t,w,no,w,w
860,test,f,t,w,no,w,w
861,test,k,t,w,no,w,w
862,train,x,t,k,no,k,k
863,test,f,t,n,no,n,n
864,train,x,t,k,no,k,k
865,test,x,e,k,no,k,k
866,test,x,t,w,no,w,w
867,test,x,e,k,no,k,k
868,train,f,e,k,no,k,k
869,test,f,e,h,no,h,h
870,train,x,t,h,no,h,h
871,test,x,t,w,no,w,w
872,test,x,t,k,no,k,k
873,test,x,t,w,no,w,w
874,test,b,e,n,yes,w,n
875,test,k,t,w,no,w,w
876,test,x,t,n,yes,w,n
877,test,f,t,n,no,n,n
878,test,x,t,w,no,w,w
879,train,f,t,w,no,w,w
880,test,x,t,n,no,n,n
881,test,k,t,w,no,w,w
882,test,k,t,w,no,w,w
883,train,f,t,h,no,h,h
884,test,x,t,h,no,h,h
885,test,k,t,w,no,w,w
886,test,f,t,n,no,n,n
887,test,f,e,h,no,h,h
888,train,x,t,k,no,k,k
889,test,x,t,w,no,w,w
890,test,f,t,w,no,w,w
891,test,x,t,k,yes,w,n
892,test,x,e,n,no,n,n
893,test,f,t,w,yes,w,n
894,test,b,e,n,no,n,n
895,test,x,e,y,no,y,y
896,test,x,t,k,yes,w,n
897,train,x,e,h,yes,w,h
898,train,x,e,w,yes,w,h
899,test,f,t,w,yes,w,n
900,test,b,e,k,yes,w,n
901,train,f,e,k,no,k,k
902,test,k,t,w,no,w,w
903,test,x,t,k,no,k,k
904,train,x,t,w,no,w,w
905,train,x,t,k,no,k,k
906,test,k,t,w,no,w,w
907,test,f,t,w,yes,w,n
908,train,b,e,n,no,n,n
909,test,x,e,h,no,h,h
910,train,f,t,n,no,n,n
911,test,f,t,k,no,k,k
912,test,x,t,w,no,w,w
913,test,f,e,h,no,h,h
914,test,x,e,h,no,h,h
915,test,b,e,r,no,r,r
916,test,f,e,h,no,h,h
917,train,f,e,h,no,h,h
918,test,f,t,w,no,w,w
919,train,x,t,k,no,k,k
920,train,f,e,h,no,h,h
921,train,b,e,k,no,k,k
922,train,x,t,h,no,h,h
923,train,x,e,k,no,k,k
924,train,x,e,h,no,h,h
925,test,x,e,k,yes,w,h
926,test,x,t,k,no,k,k
927,test,x,t,w,no,w,w
928,train,f,e,h,no,h,h
929,test,b,e,w,no,w,w
930,test,x,e,h,yes,w,h
931,test,x,t,k,no,k,k
932,train,b,e,k,no,k,k
933,train,x,e,w,no,w,w
934,test,f,e,h,yes,w,h
935,test,k,t,w,no,w,w
936,train,x,e,h,yes,w,h
937,train,x,e,n,no,n,n
938,test,x,t,w,no,w,w
939,test,f,t,n,no,n,n
940,train,f,t,w,no,w,w
941,test,f,t,n,no,n,n
942,test,x,e,h,no,h,h
943,test,x,e,h,no,h,h
944,test,x,t,k,no,k,k
945,test,b,e,n,no,n,n
946,test,f,t,k,no,k,k
947,train,f,t,k,no,k,k
948,test,f,t,n,no,n,n
949,train,f,t,n,no,n,n
950,test,x,t,w,yes,w,n
951,test,x,e,w,yes,w,h
952,test,k,t,w,no,w,w
953,test,f,t,k,yes,w,n
954,train,f,t,k,no,k,k
955,test,x,e,n,yes,w,h
956,train,x,t,w,yes,w,n
957,test,x,t,w,no,w,w
958,test,x,e,h,no,h,h
959,test,x,t,w,no,w,w
960,test,k,e,w,no,w,w
961,test,k,e,w,no,w,w
962,test,x,e,n,yes,w,h
963,train,f,t,n,no,n,n
964,train,x,t,w,yes,w,n
965,test,f,e,h,no,h,h
966,test,f,t,n,no,n,n
967,test,x,e,h,no,h,h
968,test,x,t,u,yes,w,n
969,test,x,e,k,yes,w,h
970,test,k,t,w,no,w,w
971,test,x,t,w,no,w,w
972,test,x,t,n,no,n,n
973,test,f,e,h,no,h,h
974,test,f,t,n,no,n,n
975,test,x,e,w,no,w,w
976,test,b,e,k,yes,w,n
977,test,x,t,k,yes,w,n
978,test,f,t,k,no,k,k
979,test,x,t,k,yes,w,n
980,test,f,t,k,no,k,k
981,test,f,e,h,no,h,h
982,test,f,t,w,no,w,w
983,train,f,e,h,yes,w,h
984,test,k,e,o,no,o,o
985,test,x,e,h,no,h,h
986,test,f,t,k,no,k,k
987,test,x,t,w,no,w,w
988,test,f,t,n,no,n,n
989,test,x,e,w,yes,w,h
990,test,f,t,k,no,k,k
991,test,f,t,n,no,n,n
992,train,k,t,w,yes,w,w
993,test,x,e,n,no,n,n
994,test,b,e,n,yes,w,n
995,test,f,e,h,no,h,h
996,train,f,t,h,no,h,h
997,test,f,e,h,no,h,h
998,test,x,t,w,no,w,w
999,test,x,e,h,no,h,h
1000,test,f,e,h,no,h,h
1001,test,x,e,w,no,w,w
1002,test,x,e,w,yes,w,h
1003,train,x,t,w,no,w,w
1004,test,f,e,h,yes,w,h
1005,test,x,e,w,no,w,w
1006,test,x,e,h,no,h,h
1007,test,k,e,w,no,w,w
1008,test,k,t,w,no,w,w
1009,test,x,t,n,no,n,n
1010,test,f,t,w,no,w,w
1011,test,k,t,w,yes,w,w
1012,test,f,t,u,no,u,u
1013,test,f,e,r,no,r,r
1014,train,x,t,n,no,n,n
1015,test,x,e,k,no,k,k
1016,train,f,t,h,no,h,h
1017,test,x,e,h,no,h,h
1018,test,f,t,w,no,w,w
1019,test,x,e,h,no,h,h
1020,test,f,e,h,no,h,h
1021,test,x,e,k,no,k,k
1022,test,f,e,n,no,n,n
1023,test,x,t,n,yes,w,n
1024,test,k,t,w,no,w,w
1025,test,f,t,k,yes,w,n
1026,test,f,e,h,yes,w,h
1027,test,x,t,n,yes,w,n
1028,test,f,t,k,no,k,k
1029,train,k,t,w,no,w,w
1030,train,x,t,n,no,n,n
1031,train,x,e,n,no,n,n
1032,test,x,e,h,no,h,h
1033,test,f,t,n,no,n,n
1034,test,f,t,u,no,u,u
1035,train,f,e,k,no,k,k
1036,train,x,t,w,no,w,w
1037,test,x,e,k,no,k,k
1038,test,x,t,k,no,k,k
1039,test,x,e,h,yes,w,h
1040,test,x,t,w,no,w,w
1041,train,f,t,k,no,k,k
1042,test,b,e,n,yes,w,n
1043,test,x,e,w,yes,w,h
1044,train,f,e,k,yes,w,h
1045,test,k,e,w,no,w,w
1046,test,x,t,k,no,k,k
1047,test,x,e,w,no,w,w
1048,test,b,e,w,yes,w,n
1049,train,x,t,n,no,n,n
1050,test,f,t,n,no,n,n
1051,test,f,e,h,no,h,h
1052,test,b,e,n,no,n,n
1053,test,x,e,h,no,h,h
1054,test,k,t,w,yes,w,w
1055,test,x,t,k,no,k,k
1056,test,b,e,k,yes,w,n
1057,test,f,t,w,no,w,w
1058,test,s,e,n,no,n,n
1059,train,k,e,w,no,w,w
1060,test,f,t,n,no,n,n
1061,train,x,t,n,no,n,n
1062,train,f,t,k,yes,w,n
1063,test,f,t,w,no,w,w
1064,test,f,t,w,no,w,w
1065,train,f,t,k,no,k,k
1066,test,x,t,w,no,w,w
1067,test,f,t,n,no,n,n
1068,test,f,e,h,no,h,h
1069,test,x,t,n,no,n,n
1070,train,x,t,h,no,h,h
1071,test,f,t,w,no,w,w
1072,test,f,e,y,no,y,y
1073,test,x,t,u,no,u,u
1074,test,f,t,w,no,w,w
1075,test,k,e,o,no,o,o
1076,train,x,t,k,no,k,k
1077,test,f,t,w,yes,w,n
1078,test,x,t,n,no,n,n
1079,test,x,e,n,no,n,n
1080,test,x,t,w,no,w,w
1081,test,k,e,w,no,w,w
1082,test,f,t,k,no,k,k
1083,train,f,e,h,no,h,h
1084,test,x,t,n,no,n,n
1085,test,f,e,n,no,n,n
1086,test,f,e,h,no,h,h
1087,train,f,t,h,no,h,h
1088,test,f,t,k,no,k,k
1089,test,x,t,k,no,k,k
1090,train,x,e,k,yes,w,h
1091,test,x,t,w,no,w,w
1092,test,b,e,r,yes,w,n
1093,test,x,t,n,yes,w,n
1094,train,x,e,h,no,h,h
1095,test,b,e,n,no,n,n
1096,train,f,t,w,no,w,w
1097,test,x,e,w,yes,w,h
1098,test,f,t,n,no,n,n
1099,train,k,t,w,no,w,w
1100,test,x,e,h,no,h,h
1101,train,x,e,k,no,k,k
1102,test,f,e,h,no,h,h
1103,test,f,e,w,no,w,w
1104,test,x,e,h,no,h,h
1105,test,k,e,w,no,w,w
1106,test,x,t,n,no,n,n
1107,test,k,t,w,no,w,w
1108,test,f,t,n,no,n,n
1109,test,k,t,w,yes,w,w
1110,train,f,t,k,no,k,k
1111,train,k,t,w,no,w,w
1112,test,x,e,n,yes,w,h
1113,test,f,e,k,yes,w,h
1114,test,x,t,k,yes,w,n
1115,test,x,t,w,yes,w,n
1116,test,x,t,k,yes,w,n
1117,train,f,t,w,no,w,w
1118,test,x,t,n,no,n,n
1119,test,f,e,r,yes,w,h
1120,train,f,t,n,no,n,n
1121,test,x,e,k,no,k,k
1122,test,x,t,n,no,n,n
1123,test,k,t,w,yes,w,w
1124,test,x,e,h,no,h,h
1125,test,x,e,n,no,n,n
1126,test,x,t,w,yes,w,n
1127,test,f,e,h,no,h,h
1128,test,x,t,w,no,w,w
1129,test,f,t,h,no,h,h
1130,test,x,t,n,no,n,n
1131,test,x,t,w,yes,w,n
1132,test,b,e,w,no,w,w
1133,test,f,t,n,no,n,n
1134,train,f,t,n,no,n,n
1135,test,x,t,k,no,k,k
1136,train,f,e,w,no,w,w
1137,test,f,t,n,yes,w,n
1138,train,x,t,n,no,n,n
1139,test,x,e,k,no,k,k
1140,test,x,e,w,yes,w,h
1141,test,k,t,w,no,w,w
1142,test,x,t,w,no,w,w
1143,test,x,t,w,no,w,w
1144,test,x,e,w,no,w,w
1145,train,x,e,w,no,w,w
1146,test,k,t,w,no,w,w
1147,test,x,t,h,no,h,h
1148,test,f,t,w,no,w,w
1149,test,f,t,w,no,w,w
1150,test,x,t,k,no,k,k
1151,train,f,t,k,yes,w,n
1152,train,x,t,w,no,w,w
1153,train,k,t,w,no,w,w
1154,test,k,e,y,yes,w,w
1155,train,x,e,k,no,k,k
1156,test,f,e,h,no,h,h
1157,train,f,e,k,no,k,k
1158,test,f,t,w,no,w,w
1159,train,f,t,w,yes,w,n
1160,train,x,e,h,no,h,h
1161,test,f,e,r,no,r,r
1162,test,x,e,n,yes,w,h
1163,test,k,t,w,yes,w,w
1164,test,x,e,k,no,k,k
1165,test,f,t,w,no,w,w
1166,test,f,t,k,no,k,k
1167,test,x,t,n,no,n,n
1168,train,f,t,k,no,k,k
1169,test,x,t,k,yes,w,n
1170,test,f,t,n,no,n,n
1171,test,f,t,w,no,w,w
1172,train,f,t,w,no,w,w
1173,test,x,t,w,no,w,w
1174,test,x,e,h,no,h,h
1175,test,x,e,n,no,n,n
1176,test,x,e,h,yes,w,h
1177,test,x,t,n,no,n,n
1178,train,x,t,k,no,k,k
1179,test,x,t,k,no,k,k
1180,test,b,e,k,no,k,k
1181,train,f,e,h,yes,w,h
1182,test,f,t,n,no,n,n
1183,test,x,e,h,no,h,h
1184,test,f,e,h,no,h,h
1185,train,f,e,h,no,h,h
1186,train,f,t,n,no,n,n
1187,train,k,t,w,no,w,w
1188,test,x,t,n,no,n,n
1189,test,k,t,w,no,w,w
1190,test,f,t,k,yes,w,n
1191,test,k,t,w,no,w,w
1192,test,x,t,w,yes,w,n
1193,test,f,t,k,yes,w,n
1194,test,x,e,h,no,h,h
1195,test,x,e,h,no,h,h
1196,test,f,e,h,no,h,h
1197,train,f,t,w,no,w,w
1198,test,x,t,n,no,n,n
1199,test,f,t,w,no,w,w
1200,test,k,e,w,no,w,w
1201,train,f,e,h,no,h,h
1202,train,x,t,k,no,k,k
1203,test,f,t,w,no,w,w
1204,test,x,e,w,no,w,w
1205,test,f,t,w,no,w,w
1206,test,k,e,b,no,b,b
1207,test,b,e,b,no,b,b
1208,test,x,t,k,no,k,k
1209,test,f,t,w,no,w,w
1210,test,k,e,w,no,w,w
1211,test,f,t,h,no,h,h
1212,test,k,t,w,no,w,w
1213,test,k,t,w,no,w,w
1214,train,f,t,k,yes,w,n
1215,test,f,t,w,no,w,w
1216,test,f,t,w,no,w,w
1217,train,x,t,w,no,w,w
1218,train,k,t,w,no,w,w
1219,test,f,t,k,no,k,k
1220,test,x,t,n,no,n,n
1221,test,b,e,k,no,k,k
1222,test,x,t,n,yes,w,n
1223,test,f,t,w,no,w,w
1224,test,x,t,k,yes,w,n
1225,train,k,e,y,yes,w,w
1226,test,b,e,n,no,n,n
1227,test,f,t,n,no,n,n
1228,train,k,t,w,no,w,w
1229,train,f,t,h,no,h,h
1230,test,x,t,n,yes,w,n
1231,test,x,t,h,no,h,h
1232,train,x,t,n,no,n,n
1233,train,x,t,k,no,k,k
1234,test,x,e,h,no,h,h
1235,train,k,t,w,no,w,w
1236,test,b,e,w,no,w,w
1237,test,f,t,n,no,n,n
1238,test,f,e,h,yes,w,h
1239,test,x,t,w,no,w,w
1240,test,x,e,w,no,w,w
1241,test,f,e,w,no,w,w
1242,test,x,t,w,no,w,w
1243,train,x,t,h,no,h,h
1244,test,x,t,k,no,k,k
1245,train,f,t,k,yes,w,n
1246,test,x,t,k,yes,w,n
1247,train,f,e,n,no,n,n
1248,train,f,t,n,yes,w,n
1249,test,x,e,y,no,y,y
1250,test,x,e,w,no,w,w
1251,train,x,t,w,no,w,w
1252,test,x,e,h,no,h,h
1253,test,k,t,w,no,w,w
1254,test,x,e,w,yes,w,h
1255,test,k,t,w,no,w,w
1256,test,f,e,h,no,h,h
1257,test,f,t,u,no,u,u
1258,test,f,t,n,no,n,n
1259,test,f,e,n,no,n,n
1260,test,f,t,n,yes,w,n
1261,test,x,t,k,no,k,k
1262,test,f,t,n,no,n,n
1263,test,b,e,n,no,n,n
1264,test,x,t,w,no,w,w
1265,train,f,t,n,no,n,n
1266,test,k,t,w,yes,w,w
1267,train,f,e,w,no,w,w
1268,test,x,t,k,no,k,k
1269,train,f,e,h,yes,w,h
1270,test,f,e,h,no,h,h
1271,test,x,e,o,yes,w,h
1272,test,x,t,n,no,n,n
1273,train,k,e,w,yes,w,w
1274,test,b,e,n,no,n,n
1275,test,f,t,k,yes,w,n
1276,test,x,t,h,no,h,h
1277,test,x,t,k,yes,w,n
1278,test,x,e,h,no,h,h
1279,test,f,t,k,no,k,k
1280,train,x,e,h,no,h,h
1281,train,k,t,w,no,w,w
1282,test,x,t,h,no,h,h
1283,test,f,t,w,no,w,w
1284,test,x,e,h,no,h,h
1285,test,x,t,n,no,n,n
1286,test,x,t,k,no,k,k
1287,test,x,t,w,yes,w,n
1288,train,f,t,w,no,w,w
1289,test,x,e,h,no,h,h
1290,test,x,t,h,yes,w,n
1291,train,f,t,w,no,w,w
1292,train,b,e,k,yes,w,n
1293,test,x,e,h,no,h,h
1294,test,s,e,n,no,n,n
1295,test,x,t,k,yes,w,n
1296,test,x,e,n,no,n,n
1297,train,f,t,k,no,k,k
1298,test,x,t,n,no,n,n
1299,test,x,e,h,no,h,h
1300,train,f,t,w,no,w,w
1301,train,x,t,w,no,w,w
1302,test,k,t,w,no,w,w
1303,test,f,t,k,yes,w,n
1304,train,x,t,k,no,k,k
1305,test,x,e,n,no,n,n
1306,train,x,t,n,no,n,n
1307,train,f,t,w,no,w,w
1308,train,x,e,w,yes,w,h
1309,train,k,t,w,yes,w,w
1310,test,f,t,w,no,w,w
1311,train,x,e,n,no,n,n
1312,test,k,t,w,no,w,w
1313,test,k,e,w,no,w,w
1314,test,x,t,k,no,k,k
1315,test,x,e,h,no,h,h
1316,test,b,e,k,yes,w,n
1317,test,f,t,k,no,k,k
1318,test,k,t,w,no,w,w
1319,train,f,e,n,yes,w,h
1320,test,k,e,w,no,w,w
1321,train,x,e,h,no,h,h
1322,train,x,t,n,no,n,n
1323,test,x,e,w,no,w,w
1324,test,b,e,k,no,k,k
1325,test,x,t,n,yes,w,n
1326,test,f,t,w,no,w,w
1327,train,f,e,h,no,h,h
1328,test,b,e,k,no,k,k
1329,test,x,t,n,no,n,n
1330,test,f,e,h,no,h,h
1331,train,f,e,h,no,h,h
1332,test,k,t,w,yes,w,w
1333,test,x,t,w,no,w,w
1334,test,x,e,n,no,n,n
1335,test,f,t,n,yes,w,n
1336,test,f,t,k,no,k,k
1337,test,f,t,k,no,k,k
1338,train,b,e,n,no,n,n
1339,test,f,t,k,yes,w,n
1340,test,x,t,k,no,k,k
1341,test,f,e,h,no,h,h
1342,test,b,e,w,no,w,w
1343,train,f,e,h,no,h,h
1344,test,k,t,w,no,w,w
1345,train,f,t,k,yes,w,n
1346,test,x,t,k,no,k,k
1347,test,x,t,w,no,w,w
1348,test,f,e,w,no,w,w
1349,test,x,t,n,yes,w,n
1350,test,x,t,k,no,k,k
1351,test,x,e,k,no,k,k
1352,train,f,e,h,no,h,h
1353,train,x,e,k,no,k,k
1354,train,f,t,k,yes,w,n
1355,test,f,t,k,yes,w,n
1356,test,f,t,w,no,w,w
1357,test,x,e,w,no,w,w
1358,test,f,t,w,no,w,w
1359,test,x,t,w,no,w,w
1360,test,f,t,w,no,w,w
1361,test,x,e,n,no,n,n
1362,test,f,e,h,no,h,h
1363,test,x,e,w,no,w,w
1364,test,b,e,n,no,n,n
1365,test,f,t,w,no,w,w
1366,train,f,e,h,yes,w,h
1367,test,f,t,u,no,u,u
1368,train,f,t,n,no,n,n
1369,train,s,e,k,no,k,k
1370,test,f,e,w,no,w,w
1371,test,f,t,k,yes,w,n
1372,test,k,e,b,no,b,b
1373,test,x,t,k,yes,w,n
1374,test,x,e,n,no,n,n
1375,test,x,e,h,no,h,h
1376,test,b,e,o,no,o,o
1377,test,x,t,n,yes,w,n
1378,test,k,e,w,no,w,w
1379,test,k,e,w,no,w,w
1380,train,f,t,k,no,k,k
1381,test,x,e,h,no,h,h
1382,test,k,t,w,no,w,w
1383,test,x,t,h,yes,w,n
1384,train,k,t,w,no,w,w
1385,test,k,t,w,no,w,w
1386,test,b,e,k,no,k,k
1387,test,x,e,n,no,n,n
1388,train,k,e,w,no,w,w
1389,test,f,t,k,no,k,k
1390,test,x,t,n,no,n,n
1391,train,f,t,w,no,w,w
1392,train,k,e,w,no,w,w
1393,test,f,e,h,yes,w,h
1394,test,x,t,w,no,w,w
1395,test,x,t,n,no,n,n
1396,test,f,e,o,yes,w,h
1397,test,x,e,k,no,k,k
1398,test,f,t,n,yes,w,n
1399,test,x,e,h,no,h,h
1400,test,x,e,h,no,h,h
1401,test,f,e,h,no,h,h
1402,train,x,t,k,no,k,k
1403,test,x,e,h,no,h,h
1404,test,x,e,n,yes,w,h
1405,train,b,e,k,no,k,k
1406,test,f,t,k,no,k,k
1407,test,x,t,h,no,h,h
1408,train,f,t,w,no,w,w
1409,test,f,t,n,no,n,n
1410,test,b,e,n,no,n,n
1411,test,f,t,k,no,k,k
1412,train,x,e,h,no,h,h
1413,test,x,t,k,no,k,k
1414,test,f,e,h,no,h,h
1415,test,x,e,h,no,h,h
1416,test,f,e,w,no,w,w
1417,test,f,e,h,no,h,h
1418,test,f,e,n,no,n,n
1419,test,x,e,w,no,w,w
1420,test,b,e,k,no,k,k
1421,test,x,e,k,yes,w,h
1422,test,k,t,w,yes,w,w
1423,test,f,e,k,no,k,k
1424,test,k,t,w,no,w,w
1425,test,x,t,n,no,n,n
1426,train,k,e,w,yes,w,w
1427,train,x,e,h,no,h,h
1428,test,f,t,k,no,k,k
1429,test,x,t,w,no,w,w
1430,test,k,t,w,yes,w,w
1431,test,f,e,h,yes,w,h
1432,train,x,t,k,yes,w,n
1433,test,f,t,n,no,n,n
1434,train,x,t,k,no,k,k
1435,test,x,t,n,no,n,n
1436,test,b,e,r,no,r,r
1437,test,x,e,h,no,h,h
1438,test,x,e,h,yes,w,h
1439,test,f,t,n,no,n,n
1440,test,f,t,w,no,w,w
1441,test,k,t,w,yes,w,w
1442,test,f,t,n,yes,w,n
1443,train,k,e,w,no,w,w
1444,test,k,t,w,no,w,w
1445,test,x,e,y,no,y,y
1446,test,x,t,k,no,k,k
1447,test,x,t,w,no,w,w
1448,test,f,t,n,no,n,n
1449,test,k,t,w,no,w,w
1450,test,f,t,w,no,w,w
1451,test,f,t,w,no,w,w
1452,test,f,t,w,yes,w,n
1453,test,c,e,w,no,w,w
1454,test,x,t,k,no,k,k
1455,test,f,t,k,no,k,k
1456,test,x,e,k,no,k,k
1457,train,k,t,w,no,w,w
1458,test,x,t,h,no,h,h
1459,train,k,e,w,no,w,w
1460,test,x,t,n,yes,w,n
1461,test,b,e,n,no,n,n
1462,test,x,e,w,yes,w,h
1463,test,k,t,w,yes,w,w
1464,test,x,e,k,no,k,k
1465,test,k,t,w,no,w,w
1466,test,f,t,k,yes,w,n
1467,train,f,t,w,no,w,w
1468,test,x,e,k,no,k,k
1469,test,f,t,k,yes,w,n
1470,test,k,e,w,no,w,w
1471,test,k,t,w,no,w,w
1472,test,x,t,k,no,k,k
1473,test,f,t,k,yes,w,n
1474,test,f,t,w,yes,w,n
1475,train,k,t,w,no,w,w
1476,test,x,t,h,yes,w,n
1477,train,x,e,h,no,h,h
1478,train,f,t,w,yes,w,n
1479,test,x,t,k,no,k,k
1480,test,k,t,w,no,w,w
1481,test,f,t,n,no,n,n
1482,test,x,t,n,no,n,n
1483,test,x,e,h,no,h,h
1484,test,f,t,k,no,k,k
1485,train,f,t,w,no,w,w
1486,test,x,e,n,yes,w,h
1487,test,b,e,n,no,n,n
1488,test,x,e,h,no,h,h
1489,test,x,e,k,no,k,k
1490,test,x,e,h,no,h,h
1491,test,s,e,n,no,n,n
1492,test,x,t,n,yes,w,n
1493,test,x,t,k,no,k,k
1494,test,x,t,h,no,h,h
1495,test,f,e,r,no,r,r
1496,train,x,t,n,yes,w,n
1497,test,x,e,h,no,h,h
1498,test,x,t,n,no,n,n
1499,test,x,e,n,yes,w,h
1500,test,k,e,w,yes,w,w
1501,test,s,e,n,no,n,n
1502,test,f,t,k,no,k,k
1503,test,x,e,h,no,h,h
1504,train,f,t,w,no,w,w
1505,test,x,t,n,yes,w,n
1506,test,f,t,h,yes,w,n
1507,train,f,e,o,no,o,o
1508,test,f,t,n,yes,w,n
1509,test,x,e,h,no,h,h
1510,train,f,t,n,yes,w,n
1511,test,k,t,w,yes,w,w
1512,test,b,e,n,no,n,n
1513,test,f,t,h,no,h,h
1514,test,x,t,u,no,u,u
1515,test,b,e,k,yes,w,n
1516,test,x,t,w,yes,w,n
1517,test,f,e,h,no,h,h
1518,train,f,e,k,no,k,k
1519,test,x,t,k,no,k,k
1520,test,x,t,n,no,n,n
1521,train,k,e,n,no,n,n
1522,train,x,e,h,no,h,h
1523,train,x,t,k,no,k,k
1524,test,f,t,n,no,n,n
1525,test,k,t,w,no,w,w
1526,train,f,t,k,no,k,k
1527,test,x,t,w,no,w,w
1528,test,f,t,n,no,n,n
1529,test,f,t,k,yes,w,n
1530,test,x,t,k,no,k,k
1531,test,f,e,r,yes,w,h
1532,test,x,t,w,no,w,w
1533,test,b,e,n,no,n,n
1534,test,f,t,u,no,u,u
1535,test,f,t,n,no,n,n
1536,train,b,e,w,no,w,w
1537,train,x,t,w,no,w,w
1538,train,x,e,h,no,h,h
1539,train,x,t,n,no,n,n
1540,train,k,e,w,no,w,w
1541,test,f,t,k,yes,w,n
1542,test,x,t,k,no,k,k
1543,test,x,t,n,no,n,n
1544,test,f,e,h,no,h,h
1545,train,f,e,o,yes,w,h
1546,test,b,e,k,no,k,k
1547,train,f,t,w,no,w,w
1548,train,x,e,n,no,n,n
1549,train,f,t,w,yes,w,n
1550,test,f,e,h,no,h,h
1551,test,x,e,k,no,k,k
1552,train,x,t,k,yes,w,n
1553,test,f,t,w,no,w,w
1554,test,x,e,h,no,h,h
1555,train,k,t,w,no,w,w
1556,test,f,t,n,no,n,n
1557,test,x,e,h,no,h,h
1558,test,x,e,n,no,n,n
1559,test,f,e,h,no,h,h
1560,test,f,t,n,no,n,n
1561,train,x,t,h,no,h,h
1562,test,f,t,w,yes,w,n
1563,test,x,e,h,no,h,h
1564,test,x,e,k,no,k,k
1565,test,k,t,w,no,w,w
1566,train,x,e,n,yes,w,h
1567,test,x,t,k,no,k,k
1568,train,f,e,h,no,h,h
1569,test,x,t,k,no,k,k
1570,test,f,t,n,yes,w,n
1571,train,f,t,k,no,k,k
1572,test,f,t,w,no,w,w
1573,test,x,t,n,no,n,n
1574,test,x,e,k,no,k,k
1575,test,f,t,w,no,w,w
1576,test,x,t,w,no,w,w
1577,train,k,t,w,no,w,w
1578,test,f,t,w,no,w,w
1579,train,x,e,h,no,h,h
1580,test,f,t,w,no,w,w
1581,test,f,t,k,no,k,k
1582,train,b,e,n,no,n,n
1583,train,f,e,h,no,h,h
1584,test,f,t,k,yes,w,n
1585,test,f,t,k,no,k,k
1586,test,x,t,n,no,n,n
1587,test,f,t,k,no,k,k
1588,test,f,e,b,no,b,b
1589,test,f,t,n,yes,w,n
1590,test,f,t,w,no,w,w
1591,test,x,t,n,no,n,n
1592,test,x,t,n,no,n,n
1593,test,x,t,n,no,n,n
1594,test,f,e,h,no,h,h
1595,train,f,t,w,no,w,w
1596,test,f,e,w,no,w,w
1597,test,f,e,n,yes,w,h
1598,test,f,t,n,no,n,n
1599,test,b,e,w,no,w,w
1600,test,f,e,h,no,h,h
1601,test,b,e,n,no,n,n
1602,test,f,e,n,no,n,n
1603,test,k,e,w,yes,w,w
1604,train,x,t,w,yes,w,n
1605,train,f,e,h,no,h,h
1606,train,x,e,b,no,b,b
1607,test,f,t,n,no,n,n
1608,test,f,t,k,yes,w,n
1609,test,x,t,k,no,k,k
1610,test,x,t,w,no,w,w
1611,test,x,t,w,no,w,w
1612,test,x,e,w,no,w,w
1613,test,x,e,h,no,h,h
1614,test,f,t,n,no,n,n
1615,test,x,e,h,no,h,h
1616,test,f,e,k,no,k,k
1617,test,f,t,k,yes,w,n
1618,train,k,t,w,yes,w,w
1619,train,f,t,h,no,h,h
1620,test,f,e,h,yes,w,h
1621,test,x,e,n,no,n,n
1622,test,x,t,k,yes,w,n
1623,test,x,e,h,yes,w,h
1624,test,f,e,h,no,h,h
1625,train,x,t,n,yes,w,n
1626,test,x,e,h,no,h,h
1627,train,f,t,n,no,n,n
1628,test,x,t,n,no,n,n
1629,test,k,t,w,no,w,w
1630,test,x,e,w,no,w,w
1631,test,f,t,k,yes,w,n
1632,test,x,e,k,no,k,k
1633,test,f,t,k,yes,w,n
1634,test,x,t,k,no,k,k
1635,test,x,e,w,yes,w,h
1636,test,k,t,w,no,w,w
1637,test,k,t,w,no,w,w
1638,train,x,t,n,no,n,n
1639,test,x,t,w,no,w,w
1640,test,x,t,w,yes,w,n
1641,test,x,e,n,no,n,n
1642,test,f,t,n,no,n,n
1643,test,f,t,w,no,w,w
1644,train,f,t,n,no,n,n
1645,test,x,t,w,no,w,w
1646,test,f,t,n,no,n,n
1647,test,x,t,h,no,h,h
1648,test,f,e,h,no,h,h
1649,test,f,t,w,no,w,w
1650,test,x,e,w,yes,w,h
1651,train,b,e,n,no,n,n
1652,test,x,e,h,no,h,h
1653,test,x,t,n,no,n,n
1654,test,k,e,w,no,w,w
1655,test,x,t,h,no,h,h
1656,test,f,e,h,yes,w,h
1657,test,x,e,n,no,n,n
1658,test,x,e,h,yes,w,h
1659,test,k,e,w,no,w,w
1660,test,k,t,w,no,w,w
1661,test,x,e,h,no,h,h
1662,test,x,e,h,no,h,h
1663,test,f,t,h,no,h,h
1664,test,x,t,u,yes,w,n
1665,test,b,e,w,no,w,w
1666,test,f,t,n,no,n,n
1667,test,f,t,n,no,n,n
1668,test,f,e,n,no,n,n
1669,test,x,e,h,no,h,h
1670,test,x,t,w,no,w,w
1671,test,f,t,w,no,w,w
1672,test,f,t,w,yes,w,n
1673,test,f,t,k,no,k,k
1674,test,b,e,w,no,w,w
1675,test,f,t,n,no,n,n
1676,test,f,t,k,no,k,k
