id,actual,clean,mode,smart
5174,e,e,e,e
5175,e,e,e,e
5176,e,e,e,e
5177,p,p,p,p
5178,e,e,e,e
5179,p,p,p,p
5180,e,e,e,p
5181,e,e,e,e
5182,e,e,e,e
5183,p,p,p,p
5184,p,p,p,p
5185,e,e,e,e
5186,e,e,p,e
5187,e,e,e,e
5188,e,e,p,e
5189,p,p,p,p
5190,e,e,e,e
5191,e,e,e,e
5192,p,e,e,e
5193,p,p,p,p
5194,e,e,e,e
5195,e,e,e,e
5196,e,e,e,e
5197,e,e,e,e
5198,p,p,p,p
5199,p,p,p,p
5200,p,p,p,p
5201,p,p,p,p
5202,e,e,e,e
5203,p,p,p,p
5204,e,e,e,e
5205,e,e,p,e
5206,e,e,e,e
5207,e,e,e,e
5208,p,p,p,p
5209,p,e,e,e
5210,e,e,p,e
5211,p,p,p,p
5212,e,e,e,e
5213,e,e,e,e
5214,e,e,e,e
5215,p,e,e,e
5216,p,p,p,p
5217,p,p,p,p
5218,p,p,p,p
5219,p,p,p,p
5220,p,p,p,p
5221,e,e,e,e
5222,e,e,e,e
5223,p,p,p,p
5224,p,p,p,e
5225,e,e,e,e
5226,e,e,e,e
5227,p,p,p,p
5228,e,e,e,e
5229,p,p,p,e
5230,p,e,e,e
5231,e,e,e,e
5232,p,e,e,e
5233,e,e,e,e
5234,p,p,p,e
5235,p,p,p,e
5236,p,p,p,p
5237,p,e,e,e
5238,e,e,e,e
5239,p,p,p,p
5240,p,p,p,p
5241,e,e,e,p
5242,e,e,e,e
5243,e,e,e,e
5244,p,p,p,p
5245,e,e,e,e
5246,p,e,e,e
5247,p,p,p,p
5248,e,e,e,e
5249,e,e,e,e
5250,e,e,e,e
5251,e,e,p,e
5252,e,e,p,e
5253,p,p,p,p
5254,e,e,e,p
5255,p,p,p,e
5256,p,p,p,p
5257,e,e,e,e
5258,e,e,e,e
5259,p,p,p,p
5260,e,e,e,e
5261,p,p,p,p
5262,p,p,p,p
5263,p,p,p,p
5264,e,e,e,e
5265,p,p,p,p
5266,e,e,p,e
5267,p,p,p,e
5268,e,e,p,e
5269,e,e,e,e
5270,e,e,e,e
5271,e,e,e,e
5272,p,e,e,e
5273,e,e,e,e
5274,p,p,p,e
5275,p,p,p,p
5276,e,e,e,e
5277,e,e,e,e
5278,p,p,p,p
5279,e,e,e,e
5280,p,p,p,p
5281,p,p,p,p
5282,p,e,e,e
5283,e,e,e,e
5284,p,p,p,p
5285,p,p,p,e
5286,p,p,e,p
5287,e,e,e,e
5288,p,p,p,p
5289,p,e,e,p
5290,p,p,e,p
5291,e,e,e,e
5292,p,e,e,e
5293,p,p,p,p
5294,p,e,e,e
5295,e,e,e,e
5296,p,p,p,p
5297,p,e,e,e
5298,e,e,e,e
5299,p,p,p,p
5300,p,p,p,p
5301,p,p,p,p
5302,p,p,p,p
5303,e,e,e,e
5304,e,e,e,e
5305,e,e,p,e
5306,p,p,p,e
5307,p,p,p,p
5308,p,p,p,p
5309,p,e,e,e
5310,p,p,p,p
5311,p,p,p,p
5312,e,e,e,e
5313,e,e,p,e
5314,e,e,e,e
5315,p,p,e,p
5316,e,e,e,e
5317,p,p,p,p
5318,e,e,e,e
5319,e,e,e,p
5320,e,e,e,e
5321,p,p,p,p
5322,e,e,e,e
5323,e,e,p,e
5324,p,p,p,p
5325,p,p,p,p
5326,p,e,e,e
5327,p,e,e,e
5328,e,e,e,e
5329,e,e,e,p
5330,e,e,p,e
5331,p,p,p,p
5332,p,p,p,p
5333,p,p,p,p
5334,e,e,e,e
5335,p,p,p,p
5336,p,p,p,p
5337,e,e,e,e
5338,e,e,e,e
5339,p,e,e,e
5340,p,p,p,p
5341,e,e,e,e
5342,p,p,p,p
5343,e,e,e,e
5344,p,p,p,p
5345,p,p,p,p
5346,e,e,e,e
5347,e,e,e,e
5348,p,p,p,p
5349,p,p,p,e
5350,p,p,p,p
5351,e,e,e,e
5352,e,e,e,e
5353,e,e,e,e
5354,p,e,p,e
5355,p,e,e,e
5356,p,p,p,p
5357,p,p,p,p
5358,e,e,e,e
5359,p,p,p,p
5360,e,e,e,e
5361,e,e,e,e
5362,p,p,e,p
5363,p,p,p,p
5364,e,e,e,e
5365,p,p,p,p
5366,e,e,e,e
5367,e,e,p,e
5368,e,e,e,e
5369,p,p,p,e
5370,e,e,e,e
5371,p,p,p,p
5372,p,p,p,p
5373,p,e,e,e
5374,e,e,e,e
5375,e,e,e,e
5376,e,e,e,e
5377,e,e,e,e
5378,p,p,p,p
5379,p,p,p,p
5380,e,e,e,e
5381,e,e,e,e
5382,e,e,e,e
5383,p,p,p,p
5384,e,e,e,p
5385,e,e,e,e
5386,e,e,e,e
5387,e,e,e,e
5388,e,e,p,e
5389,p,e,e,p
5390,e,e,e,e
5391,p,p,p,p
5392,e,e,e,e
5393,e,e,e,e
5394,p,e,e,e
5395,e,e,p,e
5396,e,e,e,e
5397,e,e,e,e
5398,p,p,p,p
5399,e,e,e,e
5400,p,p,p,p
5401,e,e,e,e
5402,e,e,e,e
5403,p,p,p,p
5404,p,p,p,p
5405,p,e,e,e
5406,p,p,p,p
5407,p,p,p,p
5408,e,e,p,e
5409,e,e,e,e
5410,e,e,e,e
5411,p,p,p,p
5412,e,e,e,e
5413,e,e,e,e
5414,e,e,e,e
5415,e,e,e,e
5416,p,p,p,p
5417,p,p,p,p
5418,e,e,e,e
5419,p,p,p,p
5420,e,e,e,e
5421,p,p,p,p
5422,e,e,e,e
5423,p,p,p,p
5424,p,p,p,e
5425,p,p,p,p
5426,e,e,e,e
5427,p,p,p,p
5428,e,e,e,e
5429,p,p,p,e
5430,e,e,e,e
5431,e,e,e,e
5432,e,e,e,e
5433,e,e,e,p
5434,p,p,p,p
5435,e,e,e,e
5436,e,e,p,e
5437,p,p,p,p
5438,p,p,p,p
5439,p,p,p,p
5440,p,p,p,p
5441,e,e,e,e
5442,e,e,e,e
5443,p,p,p,e
5444,e,e,e,e
5445,p,p,p,p
5446,p,p,p,p
5447,p,p,p,p
5448,e,e,e,e
5449,p,p,p,p
5450,p,e,e,e
5451,e,e,e,e
5452,e,e,e,e
5453,e,e,e,e
5454,e,e,e,e
5455,p,p,p,p
5456,p,p,p,p
5457,p,p,p,p
5458,e,e,e,e
5459,p,p,p,p
5460,e,e,e,e
5461,e,e,e,e
5462,e,e,e,e
5463,p,p,p,p
5464,p,p,p,p
5465,p,p,p,p
5466,p,p,p,p
5467,e,e,e,e
5468,p,p,p,p
5469,e,e,e,e
5470,e,e,e,e
5471,e,e,e,e
5472,e,e,e,e
5473,p,p,e,p
5474,e,e,e,e
5475,e,e,e,e
5476,e,e,e,e
5477,e,e,e,e
5478,e,e,p,e
5479,p,p,p,p
5480,e,e,p,p
5481,e,e,e,e
5482,e,e,p,e
5483,p,p,e,p
5484,p,p,p,p
5485,p,p,p,p
5486,p,p,p,p
5487,e,e,e,e
5488,e,e,e,e
5489,e,e,p,e
5490,e,e,p,e
5491,e,e,e,e
5492,e,e,e,e
5493,e,e,e,e
5494,e,e,e,e
5495,p,p,p,p
5496,p,p,p,p
5497,p,p,p,p
5498,p,p,e,p
5499,p,p,p,p
5500,e,e,e,e
5501,p,p,p,p
5502,p,p,p,p
5503,p,p,p,p
5504,e,e,e,e
5505,p,p,p,p
5506,e,e,e,e
5507,e,e,e,e
5508,e,e,e,e
5509,e,e,e,e
5510,e,e,e,e
5511,e,e,p,e
5512,p,p,p,p
5513,e,e,e,p
5514,p,p,p,p
5515,p,e,e,p
5516,e,e,e,e
5517,e,e,e,e
5518,p,p,e,p
5519,e,e,e,e
5520,e,e,e,p
5521,p,p,p,p
5522,p,e,e,p
5523,p,p,p,p
5524,p,e,e,e
5525,p,p,p,p
5526,p,p,p,p
5527,e,e,e,e
5528,e,e,e,e
5529,e,e,e,e
5530,p,p,p,p
5531,p,p,p,e
5532,p,e,e,e
5533,e,e,e,e
5534,e,e,e,e
5535,e,e,e,e
5536,p,p,p,p
5537,e,e,p,e
5538,e,e,e,e
5539,p,p,p,p
5540,p,p,p,p
5541,p,e,e,e
5542,e,e,e,e
5543,p,p,p,e
5544,e,e,e,e
5545,e,e,e,e
5546,e,e,e,e
5547,p,p,p,e
5548,p,e,e,e
5549,e,e,e,e
5550,p,p,p,p
5551,p,p,p,p
5552,e,e,e,e
5553,p,p,e,p
5554,e,e,e,e
5555,e,e,e,e
5556,p,p,p,p
5557,p,p,e,p
5558,e,e,p,e
5559,p,p,p,p
5560,p,p,p,p
5561,e,e,e,e
5562,p,p,p,p
5563,e,e,p,e
5564,p,p,p,p
5565,p,p,p,p
5566,e,e,e,e
5567,p,p,p,p
5568,e,e,e,p
5569,p,e,e,e
5570,e,e,e,e
5571,p,p,p,p
5572,e,e,e,e
5573,p,p,p,p
5574,e,e,e,e
5575,p,e,e,e
5576,e,e,e,e
5577,p,p,p,e
5578,e,e,e,e
5579,p,p,e,p
5580,p,p,p,p
5581,p,p,p,e
5582,p,e,e,e
5583,e,e,e,p
5584,p,p,p,p
5585,p,p,p,p
5586,p,e,e,e
5587,e,e,e,e
5588,p,p,p,p
5589,p,e,e,e
5590,p,e,p,p
5591,p,p,p,p
5592,p,p,p,e
5593,p,p,p,p
5594,p,p,p,e
5595,p,p,p,p
5596,p,p,p,p
5597,p,p,e,p
5598,e,e,e,e
5599,e,e,e,e
5600,p,p,p,p
5601,p,p,e,p
5602,e,e,e,e
5603,e,e,e,e
5604,p,p,p,p
5605,e,e,e,e
5606,p,p,p,p
5607,p,p,p,p
5608,p,e,e,e
5609,e,e,e,e
5610,e,e,e,e
5611,e,e,e,e
5612,p,p,p,p
5613,p,p,p,p
5614,p,p,p,p
5615,e,e,e,e
5616,e,e,e,e
5617,p,e,e,e
5618,e,e,e,e
5619,e,e,e,e
5620,e,e,e,e
5621,p,p,p,p
5622,p,p,p,p
5623,e,e,e,e
5624,e,e,p,e
5625,e,e,e,e
5626,p,p,p,p
5627,p,e,e,e
5628,e,e,e,e
5629,p,p,p,p
5630,e,e,e,e
5631,p,p,p,p
5632,e,e,e,e
5633,e,e,e,e
5634,p,p,p,p
5635,p,p,p,p
5636,p,p,p,p
5637,e,e,e,e
5638,p,p,p,p
5639,p,p,p,p
5640,e,e,e,e
5641,e,e,e,e
5642,p,p,p,p
5643,e,e,e,p
5644,p,p,p,p
5645,e,e,e,e
5646,e,e,e,e
5647,p,p,p,p
5648,e,e,e,e
5649,e,e,e,e
5650,p,p,p,p
5651,p,e,e,e
5652,e,e,e,e
5653,p,p,p,p
5654,e,e,e,p
5655,p,p,p,p
5656,p,p,p,e
5657,p,p,p,p
5658,e,e,e,e
5659,p,e,e,e
5660,e,e,e,e
5661,p,p,p,p
5662,e,e,p,e
5663,p,p,p,p
5664,e,e,p,e
5665,p,p,p,p
5666,e,e,e,e
5667,p,e,e,p
5668,e,e,e,e
5669,e,e,e,e
5670,e,e,e,e
5671,p,p,p,p
5672,e,e,e,e
5673,p,p,p,p
5674,p,p,p,p
5675,p,p,p,p
5676,e,e,e,p
5677,p,p,p,p
5678,p,e,e,e
5679,p,p,p,p
5680,p,e,e,e
5681,p,p,p,p
5682,p,p,p,p
5683,p,p,p,p
5684,e,p,p,p
5685,p,p,p,e
5686,p,e,e,e
5687,p,p,p,p
5688,e,e,p,e
5689,p,p,p,p
5690,e,e,e,e
5691,e,e,p,e
5692,e,e,e,e
5693,e,e,e,e
5694,p,p,p,p
5695,p,e,e,p
5696,e,e,e,e
5697,e,e,e,e
5698,p,p,p,p
5699,e,e,e,e
5700,p,e,e,e
5701,p,p,p,p
5702,p,p,e,p
5703,p,e,e,e
5704,e,e,e,e
5705,e,e,e,e
5706,p,p,p,p
5707,e,e,p,e
5708,e,e,e,e
5709,p,p,p,p
5710,e,e,p,e
5711,e,e,e,e
5712,p,e,e,p
5713,p,p,p,p
5714,e,e,e,e
5715,e,e,e,e
5716,e,e,p,e
5717,e,e,e,e
5718,e,e,e,e
5719,e,e,e,e
5720,e,p,p,p
5721,e,e,e,e
5722,p,p,p,p
5723,e,e,p,e
5724,p,p,p,e
5725,e,p,e,p
5726,e,e,p,e
5727,e,e,e,e
5728,p,p,p,p
5729,p,e,e,e
5730,p,p,p,p
5731,p,p,p,p
5732,e,e,e,e
5733,p,p,p,p
5734,p,p,p,p
5735,e,p,p,p
5736,e,e,e,e
5737,e,e,e,e
5738,e,e,e,e
5739,p,p,p,p
5740,p,p,p,p
5741,e,e,e,e
5742,e,e,e,e
5743,p,p,p,p
5744,p,e,e,e
5745,p,p,p,p
5746,e,e,p,e
5747,p,p,p,p
5748,p,p,p,p
5749,p,p,p,p
5750,p,e,e,e
5751,e,e,p,e
5752,e,e,p,e
5753,e,e,e,e
5754,e,e,p,e
5755,p,p,e,p
5756,p,p,p,p
5757,e,e,p,e
5758,e,e,p,e
5759,p,p,p,p
5760,e,e,e,e
5761,e,e,e,e
5762,p,p,p,p
5763,p,e,e,e
5764,p,p,p,p
5765,p,p,p,p
5766,e,e,e,e
5767,e,e,p,p
5768,p,e,p,p
5769,e,e,e,e
5770,e,e,e,e
5771,p,p,p,p
5772,p,p,e,p
5773,e,e,p,e
5774,p,p,p,p
5775,p,p,p,p
5776,e,e,e,e
5777,p,p,p,p
5778,e,e,e,e
5779,e,e,e,e
5780,e,e,p,e
5781,p,p,p,e
5782,e,e,e,e
5783,p,p,p,p
5784,p,p,p,p
5785,p,p,p,p
5786,e,e,e,e
5787,e,e,e,e
5788,e,e,e,e
5789,p,p,p,p
5790,e,e,e,e
5791,p,p,p,p
5792,p,e,e,e
5793,p,p,p,p
5794,e,e,e,e
5795,p,p,p,p
5796,p,p,e,p
5797,p,e,e,p
5798,e,e,p,e
5799,e,e,e,e
5800,p,e,e,p
5801,p,p,p,p
5802,p,p,p,p
5803,e,e,e,e
5804,p,p,p,p
5805,e,e,p,e
5806,p,p,p,p
5807,e,e,e,e
5808,p,p,p,p
5809,e,e,e,e
5810,p,p,p,p
5811,p,p,p,e
5812,e,e,e,e
5813,p,p,p,p
5814,p,p,p,p
5815,p,p,p,p
5816,p,p,p,p
5817,e,e,e,e
5818,p,p,p,p
5819,p,p,p,p
5820,e,e,e,e
5821,e,e,e,e
5822,p,e,e,e
5823,p,p,p,p
5824,e,e,e,e
5825,e,e,e,e
5826,e,e,e,e
5827,e,e,e,e
5828,e,e,e,e
5829,p,p,p,p
5830,p,p,p,p
5831,p,p,p,p
5832,p,p,p,e
5833,e,e,e,e
5834,e,e,e,e
5835,e,e,p,e
5836,e,e,e,e
5837,p,p,p,p
5838,p,p,p,e
5839,p,p,p,p
5840,p,p,p,p
5841,e,e,p,e
5842,p,p,p,p
5843,e,e,e,e
5844,p,p,p,p
5845,e,e,e,e
5846,p,e,p,e
5847,e,e,e,e
5848,e,e,e,e
5849,e,e,p,e
5850,p,p,p,p
5851,p,p,p,p
5852,e,e,e,p
5853,e,e,e,e
5854,e,e,e,e
5855,e,e,e,e
5856,p,p,p,p
5857,p,e,e,e
5858,e,e,e,e
5859,e,e,e,e
5860,p,p,p,p
5861,e,e,p,e
5862,p,e,e,e
5863,p,p,p,p
5864,p,p,p,p
5865,e,e,e,e
5866,p,p,p,p
5867,p,p,p,p
5868,p,p,p,p
5869,e,e,e,e
5870,p,p,p,p
5871,e,e,p,e
5872,p,p,p,p
5873,e,e,e,e
5874,e,e,e,e
5875,p,p,p,p
5876,e,e,e,e
5877,e,e,p,e
5878,e,e,e,e
5879,p,p,p,p
5880,p,e,e,e
5881,e,e,p,e
5882,e,e,e,e
5883,p,p,p,p
5884,p,p,p,p
5885,p,p,p,p
5886,p,p,p,p
5887,p,p,p,p
5888,p,p,p,p
5889,e,p,p,p
5890,p,p,p,p
5891,e,e,e,e
5892,p,p,p,p
5893,p,p,p,p
5894,e,e,e,e
5895,p,p,p,p
5896,p,p,p,e
5897,p,p,p,p
5898,p,p,p,p
5899,e,e,p,e
5900,e,e,p,e
5901,e,e,e,e
5902,e,e,e,e
5903,p,p,p,e
5904,p,p,p,p
5905,p,p,p,p
5906,e,e,e,e
5907,e,e,e,e
5908,p,p,p,e
5909,e,e,e,e
5910,e,e,e,e
5911,e,e,e,e
5912,p,p,p,p
5913,p,e,e,e
5914,p,p,p,p
5915,p,p,p,p
5916,e,p,p,p
5917,e,e,e,e
5918,p,p,p,p
5919,p,p,p,p
5920,p,p,p,p
5921,p,p,p,p
5922,p,p,p,p
5923,e,e,p,e
5924,e,e,e,e
5925,p,p,p,p
5926,p,p,p,p
5927,p,e,p,p
5928,p,e,e,e
5929,e,e,e,e
5930,e,p,p,p
5931,e,e,e,e
5932,p,p,p,e
5933,e,e,e,e
5934,p,p,p,p
5935,p,p,p,p
5936,p,p,p,p
5937,e,e,e,e
5938,p,p,p,p
5939,e,e,e,e
5940,e,e,e,e
5941,e,e,e,e
5942,e,e,e,e
5943,e,e,p,e
5944,p,p,e,p
5945,e,e,e,e
5946,p,p,p,p
5947,p,p,p,p
5948,p,p,p,p
5949,p,p,p,p
5950,p,p,p,p
5951,p,p,p,p
5952,e,e,p,e
5953,e,e,e,e
5954,p,p,p,p
5955,e,e,e,e
5956,e,e,e,e
5957,e,e,p,e
5958,e,e,e,e
5959,e,e,e,e
5960,p,p,p,p
5961,p,p,p,e
5962,p,p,p,p
5963,e,e,e,e
5964,p,p,p,p
5965,e,e,e,e
5966,e,e,e,e
5967,e,e,p,e
5968,e,e,e,e
5969,p,p,p,p
5970,p,p,p,p
5971,e,e,e,e
5972,e,e,e,e
5973,e,e,e,e
5974,p,p,p,p
5975,e,e,e,e
5976,p,p,p,e
5977,p,p,p,p
5978,e,e,p,e
5979,e,e,e,e
5980,e,e,e,e
5981,p,e,e,e
5982,p,e,e,p
5983,e,e,e,e
5984,p,e,e,e
5985,p,p,p,p
5986,p,p,p,p
5987,e,e,e,e
5988,p,p,p,p
5989,p,e,e,e
5990,e,e,e,e
5991,p,p,p,p
5992,p,p,p,p
5993,p,p,p,p
5994,e,e,p,e
5995,p,p,p,p
5996,e,e,e,e
5997,p,p,p,e
5998,p,p,p,p
5999,p,p,p,p
6000,p,p,p,p
6001,e,e,e,e
6002,p,p,p,p
6003,p,p,p,p
6004,p,e,e,e
6005,e,e,e,e
6006,p,e,e,e
6007,p,p,p,p
6008,p,p,p,p
6009,e,e,e,p
6010,e,e,e,e
6011,p,e,e,e
6012,p,p,p,p
6013,e,e,e,e
6014,p,p,p,e
6015,e,e,p,e
6016,e,e,e,e
6017,p,p,p,p
6018,p,e,e,e
6019,p,p,p,p
6020,e,e,e,e
6021,e,e,e,p
6022,e,e,p,e
6023,p,p,p,p
6024,e,e,p,e
6025,p,p,p,p
6026,e,e,e,e
6027,e,e,e,e
6028,e,e,p,e
6029,p,p,p,p
6030,e,e,e,e
6031,e,e,e,e
6032,e,e,e,e
6033,p,p,p,p
6034,e,e,e,e
6035,e,e,e,e
6036,e,e,e,e
6037,p,p,p,p
6038,e,e,e,e
6039,p,p,p,p
6040,e,e,e,e
6041,p,p,p,p
6042,p,p,p,p
6043,e,e,e,e
6044,e,e,e,e
6045,e,e,e,e
6046,e,e,e,e
6047,p,e,e,e
6048,p,p,p,p
6049,e,e,e,e
6050,e,e,e,e
6051,e,e,e,e
6052,p,p,p,p
6053,e,e,p,e
6054,e,e,e,e
6055,p,p,p,p
6056,p,p,p,p
6057,e,e,e,e
6058,p,p,p,p
6059,e,e,e,e
6060,p,p,p,p
6061,e,e,e,e
6062,e,e,e,e
6063,e,e,e,e
6064,p,p,p,p
6065,e,e,e,e
6066,e,e,e,e
6067,e,e,e,e
6068,e,e,e,e
6069,e,e,p,e
6070,p,e,e,e
6071,e,e,e,e
6072,p,p,p,p
6073,p,p,p,p
6074,p,p,p,p
6075,p,e,e,e
6076,e,e,e,e
6077,e,e,e,e
6078,p,p,e,p
6079,e,e,e,e
6080,p,p,p,p
6081,p,e,e,p
6082,p,p,p,p
6083,p,p,p,p
6084,e,e,e,e
6085,p,p,p,p
6086,e,e,p,e
6087,p,p,p,p
6088,e,e,p,e
6089,p,p,p,p
6090,e,e,e,e
6091,e,e,e,e
6092,e,e,p,e
6093,p,p,p,p
6094,p,p,p,p
6095,e,e,p,e
6096,e,e,p,e
6097,p,p,p,p
6098,e,e,e,e
6099,e,e,e,e
6100,p,p,p,p
6101,e,e,e,e
6102,e,e,e,e
6103,p,e,e,e
6104,e,e,e,e
6105,p,p,p,p
6106,e,e,e,e
6107,e,e,e,e
6108,p,p,p,p
6109,p,p,p,p
6110,p,p,p,p
6111,p,p,p,p
6112,p,p,p,p
6113,e,e,e,e
6114,e,e,e,e
6115,p,p,p,p
6116,e,e,p,e
6117,p,p,p,p
6118,e,e,e,e
6119,e,e,e,e
6120,e,e,e,e
6121,p,p,p,e
6122,e,e,e,e
6123,e,e,p,e
6124,p,p,p,p
6125,e,e,e,e
6126,e,e,e,e
6127,e,e,p,e
6128,p,p,p,p
6129,p,p,p,p
6130,e,e,e,e
6131,e,e,p,e
6132,p,p,p,p
6133,p,p,p,p
6134,e,e,e,e
6135,e,e,e,e
6136,p,p,p,p
6137,p,p,p,p
6138,e,e,e,e
6139,e,e,e,e
6140,p,p,p,p
6141,p,e,e,e
6142,p,p,p,p
6143,e,e,e,e
6144,p,p,p,p
6145,p,p,p,p
6146,p,p,p,p
6147,e,e,e,e
6148,p,p,p,e
6149,e,e,e,e
6150,p,p,p,p
6151,p,p,p,p
6152,p,p,p,p
6153,e,e,e,e
6154,p,p,p,p
6155,p,p,p,p
6156,e,e,e,e
6157,e,e,e,e
6158,p,p,p,e
6159,p,p,p,p
6160,p,p,p,p
6161,e,e,e,e
6162,e,e,e,e
6163,p,p,p,p
6164,e,e,e,e
6165,e,e,e,e
6166,e,e,p,e
6167,e,e,p,e
6168,e,e,e,e
6169,p,p,p,p
6170,p,p,p,p
6171,e,e,e,e
6172,p,e,p,e
6173,e,e,e,e
6174,p,p,p,p
6175,e,e,e,e
6176,e,e,e,e
6177,e,e,e,e
6178,e,e,e,e
6179,e,e,e,e
6180,p,p,p,p
6181,e,e,p,e
6182,p,p,p,p
6183,e,e,e,e
6184,e,e,e,e
6185,e,e,e,e
6186,p,p,p,p
6187,p,p,p,p
6188,p,e,e,p
6189,e,e,e,e
6190,e,e,e,e
6191,p,p,p,e
6192,e,e,e,e
6193,e,e,e,e
6194,p,e,e,e
6195,p,p,p,p
6196,p,p,p,p
6197,p,e,p,p
6198,p,p,p,p
6199,p,p,p,p
6200,p,p,p,p
6201,e,e,e,e
6202,e,e,e,e
6203,p,p,p,p
6204,e,e,e,e
6205,p,p,p,p
6206,e,e,p,e
6207,e,e,e,e
6208,p,p,p,p
6209,e,e,e,e
6210,p,p,p,p
6211,p,p,p,p
6212,p,p,e,p
6213,e,e,p,e
6214,e,e,e,p
6215,p,p,p,p
6216,p,p,p,p
6217,e,e,e,e
6218,p,p,e,p
6219,p,p,p,p
6220,e,e,e,e
6221,p,e,e,e
6222,p,p,p,p
6223,p,e,e,e
6224,e,e,e,e
6225,p,p,p,p
6226,e,e,p,e
6227,p,e,e,e
6228,p,p,p,p
6229,e,e,e,e
6230,e,e,e,e
6231,e,e,e,e
6232,p,p,p,p
6233,e,e,e,e
6234,e,e,p,e
6235,e,e,e,e
6236,p,p,p,p
6237,e,e,e,e
6238,e,e,p,e
6239,e,e,e,e
6240,e,e,e,e
6241,e,e,e,e
6242,p,p,p,p
6243,p,p,p,p
6244,e,e,e,e
6245,p,p,p,p
6246,e,e,e,e
6247,p,p,p,p
6248,e,e,e,e
6249,e,e,e,e
6250,p,p,p,p
6251,p,p,e,e
6252,p,p,p,e
6253,p,p,p,p
6254,p,p,p,p
6255,p,p,p,e
6256,e,e,p,e
6257,p,p,p,p
6258,e,e,p,e
6259,e,e,e,e
6260,e,e,e,e
6261,p,p,p,p
6262,p,p,p,p
6263,p,p,p,p
6264,p,p,p,p
6265,p,e,e,e
6266,p,p,p,p
6267,p,p,p,p
6268,e,e,e,e
6269,e,e,e,e
6270,e,e,e,e
6271,p,p,p,p
6272,p,p,p,p
6273,e,e,e,e
6274,p,p,p,p
6275,e,e,e,e
6276,e,e,e,e
6277,e,e,e,e
6278,p,p,p,p
6279,e,e,e,e
6280,e,e,e,e
6281,p,e,e,e
6282,p,p,p,p
6283,p,e,e,e
6284,p,p,p,p
6285,e,e,e,e
6286,p,p,p,p
6287,p,p,p,e
6288,e,e,e,e
6289,p,p,p,p
6290,e,e,e,e
6291,e,e,e,e
6292,e,e,e,e
6293,p,p,p,p
6294,e,e,p,e
6295,p,p,p,p
6296,p,p,p,p
6297,p,p,p,p
6298,e,e,e,e
6299,e,e,e,e
6300,e,e,e,e
6301,e,e,e,e
6302,e,e,e,e
6303,p,e,p,e
6304,p,e,p,p
6305,e,e,e,e
6306,e,e,e,e
6307,p,p,p,p
6308,p,p,p,p
6309,p,p,p,p
6310,e,e,p,e
6311,p,p,p,p
6312,e,e,e,e
6313,p,p,p,p
6314,p,p,p,p
6315,e,e,e,e
6316,e,e,e,e
6317,p,e,e,e
6318,e,e,e,e
6319,p,p,p,p
6320,e,e,e,e
6321,p,p,p,p
6322,p,p,p,p
6323,e,e,e,e
6324,e,e,e,e
6325,e,e,e,e
6326,p,p,p,p
6327,p,p,p,p
6328,p,p,p,p
6329,p,p,p,p
6330,e,e,e,e
6331,e,e,p,e
6332,e,e,p,e
6333,p,p,p,p
6334,e,e,p,e
6335,e,e,e,e
6336,e,e,e,e
6337,p,e,e,e
6338,e,e,e,e
6339,e,e,e,p
6340,p,p,p,p
6341,e,e,e,e
6342,p,p,e,p
6343,p,p,p,p
6344,p,p,p,p
6345,p,p,p,p
6346,e,e,e,e
6347,p,p,e,p
6348,e,e,e,e
6349,e,e,p,e
6350,p,p,p,p
6351,e,e,e,e
6352,p,p,p,p
6353,p,p,p,p
6354,e,e,e,e
6355,e,e,p,e
6356,e,e,e,e
6357,p,p,p,p
6358,e,e,e,p
6359,e,e,e,e
6360,p,p,p,e
6361,e,e,e,e
6362,e,e,e,e
6363,p,p,p,e
6364,e,e,e,e
6365,p,p,p,p
6366,p,p,p,p
6367,e,e,e,e
6368,e,e,p,e
6369,e,p,p,p
6370,e,e,e,e
6371,p,p,p,p
6372,e,e,e,e
6373,e,e,e,e
6374,e,e,p,e
6375,p,p,p,p
6376,p,e,e,e
6377,p,p,p,e
6378,e,e,e,e
6379,p,e,e,e
6380,e,e,e,e
6381,p,p,p,p
6382,e,e,e,e
6383,p,p,p,p
6384,e,e,e,e
6385,p,p,p,p
6386,p,p,p,p
6387,e,e,e,e
6388,p,p,p,p
6389,e,e,e,e
6390,p,p,p,e
6391,p,p,p,p
6392,p,p,e,p
6393,p,p,p,p
6394,p,p,p,p
6395,e,e,e,e
6396,p,p,p,p
6397,e,e,e,e
6398,p,p,p,p
6399,e,e,e,e
6400,e,e,e,e
6401,e,e,e,e
6402,e,e,e,e
6403,e,e,e,e
6404,p,p,p,p
6405,e,e,e,e
6406,e,e,e,e
6407,e,e,e,e
6408,e,e,e,e
6409,p,p,p,p
6410,p,p,p,p
6411,e,e,p,e
6412,e,e,e,e
6413,p,p,p,p
6414,p,p,p,p
6415,e,e,e,e
6416,e,e,p,e
6417,p,p,p,p
6418,e,e,e,e
6419,e,e,e,e
6420,p,p,p,p
6421,p,p,p,p
6422,p,p,e,p
6423,e,e,e,e
6424,e,e,e,e
6425,p,p,p,p
6426,p,p,p,p
6427,p,p,p,p
6428,p,p,p,p
6429,p,e,e,e
6430,p,p,p,p
6431,p,p,p,p
6432,p,p,p,e
6433,e,e,e,e
6434,p,p,p,p
6435,e,e,e,e
6436,p,p,p,p
6437,p,p,p,p
6438,e,e,e,e
6439,e,e,e,e
6440,e,e,e,e
6441,e,e,e,e
6442,e,e,e,e
6443,p,p,p,e
6444,p,p,p,p
