id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
1797,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1798,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1799,MED,MED,MED,MED,MED,MED,MED,MED,MED
1800,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1801,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1803,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1804,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1805,MED,MED,MED,MED,MED,MED,MED,MED,MED
1806,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1807,MED,MED,MED,MED,MED,MED,MED,MED,MED
1809,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1810,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1811,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1812,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1813,MED,MED,MED,MED,MED,MED,MED,MED,MED
1814,MED,MED,MED,MED,MED,MED,MED,MED,MED
1816,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1817,MED,MED,MED,MED,MED,MED,MED,MED,MED
1820,MED,MED,MED,MED,MED,MED,MED,MED,MED
1821,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1822,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
1823,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1824,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1825,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1826,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1827,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1828,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1829,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1830,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1832,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1833,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1834,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1835,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1836,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1837,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1838,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1839,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1840,MED,MED,MED,MED,MED,MED,MED,MED,MED
1841,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1843,MED,MED,MED,MED,MED,MED,MED,MED,MED
1844,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1845,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1846,MED,MED,MED,MED,MED,MED,MED,MED,MED
1847,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1848,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1849,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1850,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1851,MED,MED,MED,MED,MED,MED,MED,MED,MED
1852,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1853,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1854,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1855,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
1856,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1857,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1858,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1859,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1861,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1863,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1864,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1865,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1866,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1867,MED,MED,MED,MED,MED,MED,MED,MED,MED
1868,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1869,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1870,MED,MED,MED,MED,MED,MED,MED,MED,MED
1871,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1872,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1873,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1874,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
1875,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1876,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1877,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1879,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1881,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1882,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1883,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1884,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1885,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1886,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1887,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1888,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1889,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1890,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1891,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1892,MED,MED,MED,MED,MED,MED,MED,MED,MED
1893,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1895,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1896,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1897,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1898,MED,MED,MED,MED,MED,MED,MED,MED,MED
1899,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1900,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1901,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1902,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1903,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1904,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1905,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1906,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1907,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1908,MED,MED,MED,MED,MED,MED,MED,MED,MED
1909,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1910,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1911,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1912,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1913,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1914,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1915,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1916,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1917,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1919,MED,MED,MED,MED,MED,MED,MED,MED,MED
1920,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1921,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1922,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1923,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1924,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1925,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1926,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1927,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1928,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1929,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1930,MED,MED,MED,MED,MED,MED,MED,MED,MED
1931,MED,MED,MED,MED,MED,MED,MED,MED,MED
1932,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1933,MED,MED,MED,MED,MED,MED,MED,MED,MED
1934,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1936,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1937,HIGH,MED,HIGH,HIGH,HIGH,MED,HIGH,MED,HIGH
1938,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1939,MED,MED,MED,MED,MED,MED,MED,MED,MED
1940,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1941,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1943,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1944,MED,MED,MED,MED,MED,MED,MED,MED,MED
1945,MED,MED,MED,MED,MED,MED,MED,MED,MED
1946,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1949,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1950,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1951,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1952,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1953,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1954,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1955,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1956,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1957,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1959,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1960,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1961,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1962,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1963,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1964,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
1965,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1966,MED,MED,MED,MED,MED,MED,MED,MED,MED
1968,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1969,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1970,MED,MED,MED,MED,MED,MED,MED,MED,MED
1973,MED,MED,MED,MED,MED,MED,MED,MED,MED
1974,MED,MED,MED,MED,MED,MED,MED,MED,MED
1975,MED,MED,MED,MED,MED,MED,MED,MED,MED
1976,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1978,HIGH,MED,MED,MED,HIGH,MED,MED,MED,HIGH
1979,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1980,MED,MED,MED,MED,MED,MED,MED,MED,MED
1981,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1982,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1983,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1984,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1985,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1986,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1987,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1988,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1989,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1991,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1992,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1993,MED,MED,MED,MED,MED,MED,MED,MED,MED
1994,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1995,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1996,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1997,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1998,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2000,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2002,MED,MED,MED,MED,MED,MED,MED,MED,MED
2003,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2004,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2005,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2007,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2008,LOW,LOW,MED,MED,LOW,LOW,MED,LOW,LOW
2011,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2016,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2017,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2018,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2019,MED,MED,MED,MED,MED,MED,MED,MED,MED
2020,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2021,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2022,LOW,LOW,MED,MED,LOW,LOW,MED,MED,LOW
2023,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2024,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2025,MED,MED,MED,MED,MED,MED,MED,MED,MED
2026,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2027,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2028,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2029,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2030,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2031,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2032,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2033,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2034,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2035,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2036,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2037,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2038,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2039,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
2040,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2041,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2042,MED,MED,MED,MED,MED,MED,MED,MED,MED
2044,MED,MED,MED,MED,MED,MED,MED,MED,MED
2045,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2046,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2047,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2048,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2049,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2050,MED,MED,MED,MED,MED,MED,MED,MED,MED
2051,HIGH,MED,MED,HIGH,HIGH,MED,HIGH,MED,HIGH
2052,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2053,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2054,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2055,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2056,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2057,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2058,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2059,MED,MED,MED,MED,MED,MED,MED,MED,MED
2060,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2061,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2062,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2063,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2064,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2065,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2066,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2067,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2068,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
2069,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2070,MED,MED,MED,MED,MED,MED,MED,MED,MED
2072,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2074,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2076,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2078,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2079,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2080,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2081,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2082,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2083,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2084,MED,MED,MED,MED,MED,MED,MED,MED,MED
2085,MED,MED,MED,MED,MED,MED,MED,MED,MED
2086,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2087,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2089,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2090,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2091,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2092,LOW,LOW,MED,LOW,LOW,LOW,MED,LOW,LOW
2093,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2094,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2095,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2096,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2097,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2098,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2099,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
2101,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
2102,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2103,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2104,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2105,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2106,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
2107,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2108,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2109,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2110,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2111,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2112,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2113,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2114,MED,MED,MED,MED,MED,MED,MED,MED,MED
2115,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2116,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2118,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2119,MED,MED,MED,MED,MED,MED,MED,MED,MED
2120,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2121,LOW,LOW,MED,MED,LOW,LOW,HIGH,MED,LOW
2122,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2124,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2125,MED,MED,MED,MED,MED,MED,MED,MED,MED
2126,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2127,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2128,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2129,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2131,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2132,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2133,MED,MED,MED,MED,MED,MED,MED,MED,MED
2134,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2135,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2136,MED,MED,MED,MED,MED,MED,MED,MED,MED
2137,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2138,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2140,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2141,MED,MED,MED,MED,MED,MED,MED,MED,MED
2142,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2144,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2145,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2146,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2147,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2148,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2149,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2150,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2151,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2152,HIGH,MED,MED,HIGH,HIGH,MED,HIGH,MED,HIGH
2153,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2154,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2155,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2156,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2157,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2158,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2159,MED,MED,MED,MED,MED,MED,MED,MED,MED
2160,MED,MED,MED,MED,MED,MED,MED,MED,MED
2161,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2162,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2163,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2164,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2165,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2166,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2167,MED,MED,MED,MED,MED,MED,MED,MED,MED
2168,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2169,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2170,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2171,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2172,MED,MED,MED,MED,MED,MED,MED,MED,MED
2173,LOW,LOW,MED,MED,LOW,LOW,LOW,LOW,LOW
2174,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2175,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2176,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2177,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2178,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2179,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2182,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2183,LOW,LOW,MED,LOW,LOW,LOW,LOW,MED,LOW
2184,MED,MED,MED,MED,MED,MED,MED,MED,MED
2185,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2186,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2187,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
2188,MED,MED,MED,MED,MED,MED,MED,MED,MED
2190,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2192,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2193,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2194,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2195,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2196,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2197,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2198,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2199,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2201,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2202,MED,MED,MED,MED,MED,MED,MED,MED,MED
2203,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2204,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2205,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2206,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2207,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2208,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2209,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2210,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2212,MED,MED,MED,MED,MED,MED,MED,MED,MED
2213,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2214,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2215,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2216,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2218,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2219,MED,MED,MED,MED,MED,MED,MED,MED,MED
2220,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2221,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2222,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2223,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2224,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
2225,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2226,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2227,LOW,LOW,MED,MED,LOW,MED,LOW,LOW,LOW
2228,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2229,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2230,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2231,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2232,MED,MED,MED,MED,MED,MED,MED,MED,MED
2233,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2234,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2236,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2237,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2240,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2242,HIGH,MED,MED,MED,HIGH,MED,LOW,MED,MED
2243,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
2244,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2245,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
2246,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2248,MED,MED,MED,MED,MED,MED,MED,MED,MED
2249,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2250,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2251,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
2252,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2253,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2254,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2255,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2256,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2258,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2259,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2260,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2261,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
