id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
584,Neither,Science,Neither,Science,Neither,Neither
585,Neither,Neither,Science,Science,Science,Neither
586,Neither,Neither,Neither,Play,Neither,Neither
587,Neither,Play,Neither,Neither,Play,Play
588,Neither,Play,Neither,Neither,Neither,Neither
589,Neither,Neither,Neither,Play,Neither,Neither
590,Neither,Neither,Neither,Neither,Science,Neither
591,Neither,Neither,Neither,Science,Play,Neither
592,Neither,Play,Neither,Play,Play,Science
593,Neither,Neither,Neither,Play,Neither,Neither
594,Play,Neither,Play,Play,Neither,Play
595,Neither,Play,Science,Play,Neither,Science
596,Science,Play,Science,Science,Science,Science
597,Neither,Science,Neither,Science,Neither,Science
598,Neither,Neither,Neither,Neither,Neither,Neither
599,Neither,Science,Neither,Science,Neither,Neither
600,Neither,Neither,Science,Science,Neither,Neither
601,Neither,Neither,Neither,Neither,Neither,Neither
602,Neither,Neither,Neither,Neither,Neither,Neither
603,Neither,Science,Neither,Science,Science,Neither
604,Neither,Neither,Science,Play,Neither,Neither
605,Neither,Science,Neither,Neither,Neither,Neither
606,Neither,Neither,Neither,Neither,Science,Neither
607,Neither,Neither,Science,Science,Neither,Neither
608,Neither,Play,Science,Science,Neither,Play
609,Neither,Neither,Neither,Play,Neither,Neither
610,Play,Play,Play,Play,Play,Play
611,Science,Science,Science,Science,Science,Science
612,Neither,Neither,Play,Play,Neither,Science
613,Neither,Neither,Neither,Science,Neither,Neither
614,Neither,Neither,Neither,Science,Neither,Neither
615,Neither,Neither,Neither,Play,Neither,Neither
616,Neither,Science,Science,Play,Neither,Neither
617,Neither,Neither,Neither,Neither,Neither,Play
618,Neither,Neither,Neither,Neither,Neither,Neither
619,Neither,Neither,Science,Neither,Neither,Neither
620,Neither,Play,Science,Play,Neither,Neither
621,Neither,Neither,Neither,Science,Neither,Neither
622,Neither,Neither,Neither,Play,Neither,Neither
623,Neither,Science,Science,Science,Play,Science
624,Neither,Neither,Science,Neither,Neither,Science
625,Neither,Neither,Neither,Science,Science,Science
626,Neither,Science,Science,Science,Science,Play
627,Neither,Science,Science,Science,Science,Science
628,Neither,Science,Science,Play,Neither,Play
629,Neither,Science,Neither,Science,Science,Science
630,Neither,Neither,Science,Neither,Science,Neither
631,Neither,Neither,Neither,Science,Science,Neither
632,Neither,Neither,Neither,Neither,Neither,Neither
633,Neither,Neither,Neither,Science,Neither,Neither
634,Neither,Neither,Neither,Neither,Science,Neither
635,Neither,Neither,Neither,Play,Science,Neither
636,Neither,Neither,Neither,Play,Science,Neither
637,Science,Science,Science,Science,Science,Science
638,Neither,Neither,Science,Science,Neither,Neither
639,Neither,Neither,Neither,Science,Science,Neither
640,Neither,Neither,Science,Play,Science,Neither
641,Neither,Neither,Neither,Science,Neither,Neither
642,Neither,Neither,Neither,Neither,Science,Neither
643,Neither,Neither,Science,Science,Neither,Neither
644,Neither,Science,Science,Neither,Science,Neither
645,Neither,Neither,Neither,Science,Science,Science
646,Neither,Neither,Neither,Science,Science,Neither
647,Neither,Neither,Neither,Science,Science,Science
648,Neither,Neither,Neither,Science,Neither,Play
649,Neither,Neither,Science,Play,Neither,Neither
650,Neither,Science,Neither,Science,Play,Neither
651,Neither,Science,Neither,Science,Neither,Neither
652,Neither,Science,Neither,Science,Neither,Neither
653,Neither,Science,Neither,Play,Science,Neither
654,Neither,Play,Play,Science,Science,Play
655,Neither,Neither,Play,Play,Neither,Play
656,Play,Play,Play,Science,Play,Play
657,Neither,Neither,Neither,Play,Neither,Neither
658,Neither,Neither,Neither,Neither,Neither,Neither
659,Neither,Neither,Neither,Neither,Neither,Science
660,Neither,Neither,Neither,Science,Neither,Neither
661,Neither,Neither,Science,Play,Science,Science
662,Neither,Neither,Neither,Science,Neither,Neither
663,Neither,Neither,Neither,Science,Science,Neither
664,Neither,Play,Neither,Science,Science,Science
665,Neither,Neither,Science,Science,Neither,Neither
666,Neither,Science,Neither,Science,Neither,Neither
667,Neither,Neither,Neither,Neither,Neither,Neither
668,Neither,Science,Neither,Science,Neither,Neither
669,Neither,Neither,Neither,Play,Science,Science
670,Neither,Play,Neither,Neither,Science,Science
671,Neither,Neither,Neither,Science,Play,Neither
672,Neither,Neither,Neither,Play,Science,Neither
673,Neither,Science,Neither,Play,Play,Neither
674,Neither,Neither,Neither,Science,Neither,Neither
675,Neither,Science,Neither,Science,Science,Neither
676,Neither,Neither,Neither,Neither,Neither,Neither
677,Neither,Play,Neither,Play,Neither,Neither
678,Neither,Neither,Neither,Science,Neither,Play
679,Neither,Neither,Science,Play,Science,Play
680,Neither,Neither,Neither,Play,Science,Neither
681,Neither,Neither,Science,Science,Neither,Science
682,Neither,Neither,Neither,Play,Neither,Play
683,Neither,Neither,Science,Play,Neither,Neither
684,Neither,Neither,Neither,Play,Neither,Neither
685,Neither,Neither,Science,Play,Neither,Neither
686,Neither,Neither,Neither,Play,Neither,Neither
687,Science,Science,Science,Play,Science,Science
688,Science,Science,Science,Science,Science,Science
689,Neither,Neither,Neither,Science,Neither,Neither
690,Neither,Play,Play,Science,Play,Play
691,Play,Play,Play,Play,Play,Play
692,Science,Science,Science,Science,Science,Science
693,Neither,Play,Neither,Science,Play,Neither
694,Neither,Neither,Neither,Play,Neither,Science
695,Neither,Science,Science,Play,Neither,Science
696,Science,Science,Science,Play,Science,Science
697,Science,Science,Science,Play,Science,Science
698,Neither,Neither,Science,Science,Neither,Neither
699,Science,Science,Science,Science,Science,Science
700,Neither,Neither,Neither,Science,Science,Neither
701,Neither,Science,Science,Play,Science,Science
702,Neither,Play,Science,Play,Neither,Neither
703,Neither,Science,Neither,Science,Neither,Neither
704,Neither,Science,Science,Play,Neither,Neither
705,Neither,Science,Neither,Play,Neither,Neither
706,Science,Science,Science,Science,Science,Science
707,Neither,Science,Neither,Play,Neither,Neither
708,Neither,Neither,Neither,Play,Neither,Neither
709,Neither,Neither,Play,Neither,Neither,Neither
710,Neither,Neither,Science,Science,Science,Neither
711,Neither,Neither,Neither,Science,Neither,Neither
712,Neither,Science,Neither,Play,Neither,Neither
713,Neither,Neither,Science,Science,Neither,Neither
714,Neither,Neither,Neither,Neither,Neither,Neither
715,Neither,Neither,Neither,Science,Neither,Neither
716,Neither,Neither,Neither,Play,Neither,Neither
717,Neither,Neither,Neither,Play,Neither,Neither
718,Neither,Neither,Neither,Play,Science,Science
719,Neither,Neither,Neither,Play,Neither,Neither
720,Neither,Science,Neither,Science,Play,Neither
721,Neither,Science,Neither,Science,Neither,Neither
722,Neither,Science,Neither,Science,Play,Science
723,Neither,Neither,Neither,Science,Neither,Neither
724,Neither,Science,Neither,Science,Science,Neither
725,Neither,Science,Neither,Science,Neither,Science
726,Neither,Science,Neither,Science,Science,Neither
727,Play,Play,Play,Play,Play,Play
728,Play,Play,Play,Play,Play,Play
729,Play,Play,Play,Play,Play,Play
730,Neither,Neither,Neither,Play,Neither,Neither
731,Neither,Neither,Science,Play,Science,Science
732,Neither,Neither,Neither,Neither,Neither,Neither
733,Play,Play,Neither,Play,Play,Neither
734,Neither,Neither,Neither,Play,Neither,Science
735,Play,Play,Play,Play,Play,Play
736,Neither,Play,Science,Play,Neither,Science
737,Science,Science,Science,Science,Neither,Science
738,Play,Play,Play,Play,Neither,Neither
739,Neither,Play,Play,Play,Neither,Neither
740,Science,Science,Science,Science,Science,Science
741,Neither,Neither,Neither,Science,Science,Science
742,Neither,Science,Neither,Science,Science,Neither
743,Play,Play,Play,Play,Neither,Play
744,Neither,Neither,Science,Neither,Neither,Neither
745,Neither,Play,Neither,Play,Neither,Play
746,Neither,Neither,Science,Play,Play,Science
747,Neither,Neither,Neither,Play,Play,Neither
748,Neither,Neither,Neither,Science,Play,Neither
749,Neither,Play,Neither,Play,Play,Neither
750,Neither,Neither,Neither,Science,Neither,Neither
751,Neither,Neither,Neither,Play,Play,Science
752,Neither,Science,Neither,Science,Neither,Science
753,Neither,Play,Neither,Play,Neither,Neither
754,Neither,Play,Science,Science,Play,Neither
755,Neither,Neither,Neither,Science,Play,Neither
756,Neither,Play,Science,Play,Play,Neither
757,Neither,Science,Science,Play,Neither,Neither
758,Neither,Neither,Neither,Science,Science,Science
759,Neither,Neither,Science,Science,Neither,Neither
760,Neither,Science,Science,Science,Neither,Science
761,Neither,Neither,Neither,Play,Play,Neither
762,Neither,Science,Neither,Science,Neither,Science
763,Neither,Neither,Science,Play,Play,Science
764,Neither,Neither,Science,Play,Play,Neither
765,Science,Science,Science,Play,Science,Science
766,Neither,Neither,Science,Science,Neither,Neither
767,Neither,Play,Science,Science,Play,Neither
768,Neither,Neither,Science,Play,Neither,Neither
769,Neither,Neither,Science,Science,Neither,Neither
770,Neither,Play,Neither,Science,Play,Neither
771,Neither,Play,Science,Play,Neither,Science
772,Neither,Play,Play,Science,Neither,Neither
773,Neither,Neither,Neither,Play,Neither,Neither
774,Neither,Play,Neither,Science,Neither,Neither
775,Neither,Science,Neither,Science,Neither,Neither
776,Neither,Neither,Neither,Science,Science,Neither
777,Neither,Neither,Neither,Play,Neither,Neither
778,Neither,Science,Neither,Neither,Neither,Science
779,Neither,Neither,Neither,Science,Science,Neither
780,Neither,Science,Neither,Play,Play,Neither
781,Neither,Science,Science,Science,Neither,Neither
782,Neither,Science,Science,Play,Neither,Neither
783,Neither,Science,Neither,Science,Neither,Neither
784,Neither,Science,Neither,Science,Science,Neither
785,Neither,Neither,Neither,Neither,Neither,Neither
786,Neither,Neither,Neither,Science,Neither,Play
787,Science,Science,Science,Play,Science,Science
788,Neither,Neither,Neither,Science,Neither,Neither
789,Neither,Neither,Science,Science,Science,Neither
790,Neither,Neither,Neither,Science,Neither,Neither
791,Neither,Science,Science,Play,Neither,Neither
792,Neither,Neither,Neither,Play,Neither,Neither
793,Neither,Neither,Neither,Neither,Science,Neither
794,Neither,Science,Science,Play,Neither,Neither
795,Neither,Science,Science,Play,Neither,Neither
796,Neither,Science,Science,Play,Science,Neither
797,Science,Science,Science,Science,Science,Science
798,Neither,Neither,Science,Play,Neither,Neither
799,Neither,Neither,Science,Play,Science,Neither
800,Neither,Science,Neither,Science,Science,Neither
801,Neither,Neither,Science,Science,Science,Neither
802,Science,Science,Science,Play,Science,Neither
803,Neither,Science,Neither,Play,Science,Neither
804,Neither,Neither,Neither,Play,Neither,Neither
805,Neither,Neither,Science,Science,Neither,Neither
806,Neither,Neither,Science,Science,Neither,Neither
807,Neither,Neither,Neither,Play,Neither,Neither
808,Neither,Neither,Neither,Play,Neither,Neither
809,Neither,Neither,Neither,Science,Play,Neither
810,Neither,Neither,Science,Neither,Neither,Neither
811,Neither,Neither,Neither,Neither,Neither,Neither
812,Neither,Science,Neither,Play,Science,Play
813,Neither,Neither,Neither,Science,Neither,Neither
814,Science,Science,Science,Play,Science,Science
815,Science,Science,Science,Play,Science,Science
816,Science,Science,Science,Science,Science,Science
817,Neither,Neither,Neither,Neither,Play,Neither
818,Neither,Science,Science,Science,Neither,Neither
819,Neither,Neither,Neither,Science,Play,Science
820,Neither,Neither,Science,Science,Neither,Science
821,Neither,Science,Science,Science,Neither,Neither
822,Neither,Neither,Neither,Play,Play,Neither
823,Neither,Neither,Science,Science,Science,Neither
824,Neither,Neither,Neither,Play,Play,Neither
825,Neither,Play,Neither,Neither,Neither,Neither
826,Neither,Neither,Neither,Play,Neither,Neither
827,Science,Science,Science,Science,Neither,Science
828,Neither,Neither,Science,Science,Neither,Neither
829,Neither,Neither,Neither,Play,Neither,Neither
830,Neither,Play,Play,Science,Play,Neither
831,Neither,Neither,Neither,Science,Neither,Neither
832,Neither,Science,Science,Play,Play,Neither
833,Neither,Neither,Science,Science,Neither,Neither
834,Neither,Science,Neither,Play,Neither,Neither
835,Neither,Neither,Play,Science,Neither,Neither
836,Neither,Play,Neither,Neither,Play,Neither
837,Neither,Neither,Neither,Science,Science,Neither
838,Neither,Neither,Science,Science,Play,Neither
839,Neither,Science,Neither,Play,Neither,Neither
840,Neither,Science,Neither,Science,Neither,Neither
841,Neither,Science,Neither,Science,Neither,Neither
842,Neither,Neither,Neither,Play,Neither,Neither
843,Neither,Neither,Neither,Neither,Neither,Play
844,Neither,Play,Neither,Neither,Neither,Neither
845,Neither,Science,Neither,Play,Neither,Neither
846,Neither,Science,Science,Play,Neither,Neither
847,Neither,Neither,Science,Play,Science,Neither
848,Neither,Neither,Science,Science,Science,Neither
849,Neither,Science,Neither,Play,Neither,Neither
850,Neither,Neither,Science,Science,Neither,Neither
851,Neither,Science,Science,Play,Neither,Neither
852,Neither,Science,Neither,Science,Neither,Neither
853,Neither,Neither,Neither,Science,Science,Science
854,Neither,Science,Neither,Neither,Neither,Neither
855,Neither,Neither,Neither,Science,Science,Neither
856,Neither,Neither,Neither,Play,Science,Neither
857,Neither,Neither,Neither,Science,Neither,Neither
858,Neither,Science,Neither,Science,Neither,Science
859,Neither,Science,Neither,Science,Neither,Neither
860,Neither,Neither,Play,Play,Play,Neither
861,Neither,Neither,Science,Science,Science,Neither
862,Neither,Neither,Neither,Play,Science,Neither
863,Neither,Science,Science,Science,Science,Neither
864,Neither,Neither,Neither,Play,Neither,Play
865,Neither,Neither,Science,Science,Science,Neither
866,Neither,Science,Neither,Play,Play,Neither
867,Neither,Neither,Neither,Play,Science,Neither
868,Neither,Neither,Neither,Neither,Neither,Neither
869,Neither,Science,Neither,Play,Neither,Neither
870,Neither,Science,Neither,Play,Neither,Neither
871,Neither,Neither,Science,Play,Science,Neither
872,Neither,Neither,Neither,Science,Neither,Neither
873,Neither,Neither,Neither,Play,Neither,Play
874,Neither,Science,Neither,Neither,Neither,Neither
875,Neither,Neither,Neither,Science,Science,Neither
876,Neither,Neither,Neither,Neither,Neither,Science
877,Play,Play,Play,Play,Play,Play
878,Play,Play,Play,Play,Play,Play
879,Science,Neither,Science,Science,Science,Science
880,Play,Play,Play,Science,Play,Play
881,Neither,Neither,Play,Science,Neither,Play
882,Play,Play,Play,Play,Neither,Play
883,Play,Play,Play,Science,Play,Play
884,Neither,Neither,Neither,Science,Neither,Neither
885,Neither,Neither,Neither,Play,Science,Neither
886,Neither,Science,Neither,Play,Science,Neither
887,Neither,Science,Neither,Play,Neither,Play
888,Neither,Neither,Science,Science,Science,Neither
889,Neither,Neither,Science,Science,Science,Neither
890,Neither,Neither,Play,Play,Neither,Play
891,Neither,Play,Play,Neither,Neither,Play
892,Neither,Play,Play,Play,Play,Play
